year,inegi_code,state,mode,type,subtype,January,February,March,April,May,June,July,August,September,October,November,December
2007,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,1,2,2,5,1,4,2,4,3,2,0
2007,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,3,3,0,1,4,2,0,4,3,1,3
2007,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,OTROS,8,7,22,6,3,4,8,4,6,12,5,31
2007,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,1,1,0,2,2,0,1
2007,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,5,0,0,1,4,4,2,3,4,7,2
2007,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,1,1,3,4,5,3,3,2
2007,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,OTROS,15,11,4,8,6,6,5,10,7,10,9,6
2007,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2007,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,37,26,56,50,50,67,35,58,51,68,62,39
2007,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,6,6,7,13,1,4,7,4,5,5,4
2007,25,SINALOA,HOMICIDIOS,DOLOSOS,OTROS,8,3,5,2,3,3,6,5,6,5,1,2
2007,25,SINALOA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,5,2,3,3,0,0,5,10,1
2007,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,7,21,24,25,30,10,18,11,8,11,18,10
2007,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,4,1,5,3,4,4,4,2,2,0,3
2007,26,SONORA,HOMICIDIOS,DOLOSOS,OTROS,8,10,7,8,6,4,6,9,8,3,7,3
2007,26,SONORA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2007,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2007,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2007,27,TABASCO,HOMICIDIOS,DOLOSOS,OTROS,15,16,21,12,30,18,21,5,12,17,9,17
2007,27,TABASCO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2007,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,14,7,12,9,7,12,8,13,12,10,18,15
2007,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,4,4,8,6,6,6,3,7,5,1,2
2007,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,OTROS,4,4,8,10,5,3,7,6,7,7,3,10
2007,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2007,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2007,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2007,29,TLAXCALA,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2007,29,TLAXCALA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2007,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,7,14,12,15,15,17,17,17,13,9,17,18
2007,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,16,9,13,13,16,15,11,10,7,16,11,12
2007,30,VERACRUZ,HOMICIDIOS,DOLOSOS,OTROS,10,3,11,7,25,21,13,10,10,16,14,18
2007,30,VERACRUZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2007,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,2,2,1,0,1,1,2,1
2007,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,1,1,0,1,2,1,3,0,3,0,0
2007,31,YUCATAN,HOMICIDIOS,DOLOSOS,OTROS,1,1,1,1,0,0,0,1,0,0,1,0
2007,31,YUCATAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2007,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,1,4,4,2,6,3,4,5,3,0,4
2007,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,0,1,1,1,1,3,1,1,2,1,0
2007,32,ZACATECAS,HOMICIDIOS,DOLOSOS,OTROS,1,0,0,2,1,2,1,3,3,0,1,1
2007,32,ZACATECAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,1,2,1,3,3,6,8,5,2,2,4
2008,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,1,1,1,1,1,2,1,0,0,0,2
2008,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,OTROS,1,1,0,0,1,1,2,1,1,2,0,2
2008,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,2,0,0,0,0
2008,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2008,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2008,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2008,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,SIN DATOS,51,49,66,69,32,62,46,42,52,125,160,99
2008,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,SIN DATOS,3,0,2,4,5,3,0,2,0,4,3,2
2008,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,0,1,3,0,1,4,0,1,2,0,4
2008,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,0,1,1,0,1,3,2,1,0,1,1
2008,4,CAMPECHE,HOMICIDIOS,DOLOSOS,OTROS,0,2,1,0,0,0,3,0,2,2,4,1
2008,4,CAMPECHE,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,12,13,4,4,7,6,9,5,11,5,7,3
2008,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,5,1,3,1,5,4,3,2,2,3,3
2008,5,COAHUILA,HOMICIDIOS,DOLOSOS,OTROS,1,6,7,5,4,4,8,2,3,8,8,5
2008,5,COAHUILA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,1,0,1,1,1,1,3,0,0,0
2008,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,3,1,1,0,0,2,6,3,0,1,0
2008,6,COLIMA,HOMICIDIOS,DOLOSOS,OTROS,1,0,0,0,1,0,0,0,0,0,3,0
2008,6,COLIMA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,9,8,8,14,8,6,6,14,9,10,7,8
2008,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,12,7,5,8,13,11,9,11,9,10,8,5
2008,7,CHIAPAS,HOMICIDIOS,DOLOSOS,OTROS,6,11,11,7,10,11,9,12,9,6,14,5
2008,7,CHIAPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,10,7,16,8,9,9,17,13,15,181,226,117
2008,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,42,55,86,55,117,119,112,153,79,21,9,13
2008,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,OTROS,28,29,54,35,59,72,73,66,76,19,20,10
2008,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,35,28,23,25,36,22,28,32,27,33,37,30
2008,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,11,11,14,10,16,12,18,16,14,10,20,10
2008,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,OTROS,20,19,14,14,20,15,20,13,10,17,14,19
2008,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,22,24,18,23,29,34,26,24,24,29,34,30
2008,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,0,7,3,2,3,5,4,2,2,10,1
2008,10,DURANGO,HOMICIDIOS,DOLOSOS,OTROS,0,3,3,2,13,9,4,4,3,10,17,4
2008,10,DURANGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,8,12,12,13,11,4,14,9,16,14,11
2008,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,9,3,6,6,7,4,2,3,4,2,11
2008,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,OTROS,13,2,2,9,5,2,2,8,7,11,4,5
2008,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,61,37,44,35,69,51,50,49,59,75,63,99
2008,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,8,9,1,7,14,9,8,6,11,14,16
2008,12,GUERRERO,HOMICIDIOS,DOLOSOS,OTROS,9,11,4,13,12,16,10,13,12,9,7,32
2008,12,GUERRERO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,1,0,0,0,0,0
2008,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,5,2,2,4,6,8,0,8,6,1,7,5
2008,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,1,1,2,2,0,0,0,1,3,1,2
2008,13,HIDALGO,HOMICIDIOS,DOLOSOS,OTROS,5,5,6,4,9,6,5,6,5,5,2,12
2008,13,HIDALGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,19,21,22,17,22,25,29,19,14,27,19,28
2008,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,9,7,3,7,10,10,5,10,10,5,6,10
2008,14,JALISCO,HOMICIDIOS,DOLOSOS,OTROS,3,2,5,7,14,8,7,7,9,9,5,11
2008,14,JALISCO,HOMICIDIOS,DOLOSOS,SIN DATOS,1,0,0,2,0,5,3,1,0,2,1,6
2008,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2008,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2008,15,MEXICO,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2008,15,MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,89,67,76,105,98,89,125,120,140,119,118,115
2008,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,13,22,12,9,19,19,21,9,15,10,18,24
2008,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,13,5,4,2,5,4,5,3,4,3,6,2
2008,16,MICHOACAN,HOMICIDIOS,DOLOSOS,OTROS,31,19,33,31,24,16,29,24,26,22,31,32
2008,16,MICHOACAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,5,10,3,5,9,7,8,16,7,0,0
2008,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,2,7,0,4,5,3,3,0,1,11,0
2008,17,MORELOS,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2008,17,MORELOS,HOMICIDIOS,DOLOSOS,SIN DATOS,2,1,2,2,3,3,2,3,4,1,0,2
2008,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,4,6,6,10,7,7,9,5,11,10,11
2008,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,1,1,4,3,4,5,2,0,5,1
2008,18,NAYARIT,HOMICIDIOS,DOLOSOS,OTROS,2,0,2,2,0,1,0,0,1,0,1,0
2008,18,NAYARIT,HOMICIDIOS,DOLOSOS,SIN DATOS,1,2,1,5,3,0,0,2,1,4,2,1
2008,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,8,22,13,17,14,7,15,4,6,6,10,8
2008,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,4,4,4,0,6,3,6,4,18,7,4
2008,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,OTROS,4,8,5,3,6,6,5,3,8,2,6,10
2008,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,20,OAXACA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2008,20,OAXACA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2008,20,OAXACA,HOMICIDIOS,DOLOSOS,OTROS,106,87,83,81,80,45,64,37,53,46,31,20
2008,20,OAXACA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,21,PUEBLA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,19,22,20,22,18,21,23,14,19,18,22,19
2008,21,PUEBLA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,13,13,17,21,8,11,5,13,10,11,12
2008,21,PUEBLA,HOMICIDIOS,DOLOSOS,OTROS,6,6,3,9,3,4,5,0,3,7,1,5
2008,21,PUEBLA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,1,3,0,1,0,0,1,0,1,0,1
2008,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,1,1,1,0,0,0,2,4
2008,22,QUERETARO,HOMICIDIOS,DOLOSOS,OTROS,0,1,0,0,0,0,0,0,0,0,0,0
2008,22,QUERETARO,HOMICIDIOS,DOLOSOS,SIN DATOS,4,5,1,1,5,2,6,2,3,4,2,4
2008,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,1,1,5,0,1,0,3,1,0,0,0
2008,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,4,6,0,3,4,0,4,2,0,3,2
2008,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,OTROS,7,9,10,3,8,12,12,18,16,10,13,8
2008,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,SIN DATOS,4,0,1,0,0,2,1,2,5,0,0,2
2008,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,5,11,11,16,5,9,6,8,4,15,13,4
2008,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,3,3,2,2,0,2,2,1,2,4,5
2008,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,OTROS,13,14,3,6,8,4,8,9,6,7,2,3
2008,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,35,32,52,50,86,115,112,71,72,94,115,126
2008,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,4,13,2,6,3,12,5,7,3,5,5
2008,25,SINALOA,HOMICIDIOS,DOLOSOS,OTROS,6,3,11,7,9,7,10,11,11,3,4,9
2008,25,SINALOA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,3,5,3,7,5,1,2,3,4
2008,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,9,7,15,13,15,19,23,36,30,41,22,28
2008,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,5,3,4,7,2,7,4,6,9,5,7
2008,26,SONORA,HOMICIDIOS,DOLOSOS,OTROS,4,5,4,4,9,11,9,6,3,4,5,5
2008,26,SONORA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2008,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2008,27,TABASCO,HOMICIDIOS,DOLOSOS,OTROS,8,9,10,14,17,12,8,18,15,8,10,19
2008,27,TABASCO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,15,12,11,11,11,7,8,11,11,19,8,10
2008,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,2,12,4,8,4,6,4,6,8,2,2
2008,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,OTROS,11,6,7,9,6,8,4,8,8,27,14,4
2008,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2008,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2008,29,TLAXCALA,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,15,5,0,3,3,4,5,3,4
2008,29,TLAXCALA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,14,10,16,12,17,17,10,10,6,13,11,4
2008,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,12,16,17,19,14,18,9,11,13,16,13,8
2008,30,VERACRUZ,HOMICIDIOS,DOLOSOS,OTROS,17,13,12,17,19,21,10,8,10,14,22,8
2008,30,VERACRUZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,2,0,0,1,0,0,1,0,1,0,0
2008,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,1,0,0,1,0,1,1,0,1,0,1
2008,31,YUCATAN,HOMICIDIOS,DOLOSOS,OTROS,2,1,2,2,4,3,1,13,0,1,1,3
2008,31,YUCATAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2008,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,3,3,6,3,3,3,3,6,3,2,3
2008,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,2,1,3,2,0,3,1,0,2,2
2008,32,ZACATECAS,HOMICIDIOS,DOLOSOS,OTROS,1,1,3,1,0,1,0,2,4,1,1,2
2008,32,ZACATECAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2009,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,4,2,3,1,0,3,1,2,0,3,7
2009,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,1,2,2,0,1,0,2,1,0,1,1
2009,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,OTROS,0,0,3,1,5,4,3,0,0,3,0,4
2009,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,1,0,0,0
2009,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2009,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2009,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2009,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,SIN DATOS,77,58,59,59,57,45,62,66,61,44,55,107
2009,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2009,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2009,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2009,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,SIN DATOS,0,5,2,0,4,4,2,4,2,3,2,3
2009,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,1,0,0,6,0,0,1,1,0,1,0
2009,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,1,1,1,1,1,4,1,4,5,1,1
2009,4,CAMPECHE,HOMICIDIOS,DOLOSOS,OTROS,0,0,1,0,0,0,3,1,1,3,0,0
2009,4,CAMPECHE,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2009,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,10,11,12,12,18,16,12,10,6,9,12,9
2009,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,4,1,5,2,4,6,4,5,6,3,8
2009,5,COAHUILA,HOMICIDIOS,DOLOSOS,OTROS,7,5,10,6,1,5,1,2,3,7,3,4
2009,5,COAHUILA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2009,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,1,4,1,1,0,1,3,1,1,0,0
2009,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,4,2,1,1,2,2,0,4,0,2,1
2009,6,COLIMA,HOMICIDIOS,DOLOSOS,OTROS,1,1,2,1,2,0,0,4,4,0,0,2
2009,6,COLIMA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,9,15,12,6,12,14,14,7,8,10,11,6
2009,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,13,6,8,10,12,8,7,13,13,19,10,11
2009,7,CHIAPAS,HOMICIDIOS,DOLOSOS,OTROS,11,9,9,13,22,20,37,25,40,15,16,28
2009,7,CHIAPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2009,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,181,226,117,114,168,234,253,260,270,280,23,25
2009,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,21,9,13,16,24,19,15,19,25,15,242,269
2009,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,OTROS,19,20,10,27,25,19,25,39,37,23,34,40
2009,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2009,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,23,28,42,40,46,32,35,34,38,41,27,42
2009,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,17,12,17,13,9,8,16,16,11,5,14
2009,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,OTROS,13,13,12,15,16,20,13,17,18,10,13,14
2009,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2009,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,23,69,69,44,41,86,35,73,76,55,52,87
2009,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,1,11,0,7,8,11,21,6,2,5,1
2009,10,DURANGO,HOMICIDIOS,DOLOSOS,OTROS,3,19,16,10,5,31,9,12,8,7,10,13
2009,10,DURANGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2009,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,25,12,14,16,19,16,21,22,16,15,13,27
2009,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,12,3,14,6,9,7,5,10,9,5,14,6
2009,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,OTROS,12,7,7,8,9,7,8,5,11,10,9,5
2009,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2009,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,64,102,79,106,83,110,99,92,96,111,89,95
